filename,cluster,shape_category
48394.png,8,0
32057.png,8,23
38403.png,8,4
68933.png,18,23
56413.png,1,0
4441.png,5,29
52833.png,8,15
76289.png,19,13
62010.png,8,15
50858.png,2,17
27231.png,5,4
46986.png,8,25
50338.png,19,11
12607.png,8,4
60692.png,19,22
70074.png,8,16
47701.png,8,25
41818.png,1,12
2706.png,8,1
39624.png,5,27
33237.png,8,1
66578.png,8,5
30432.png,19,28
17267.png,8,3
2451.png,8,16
75985.png,8,8
41675.png,18,10
2137.png,9,11
69364.png,18,5
25548.png,8,27
11688.png,1,28
2276.png,19,9
1661.png,2,18
15945.png,3,27
50185.png,2,13
48019.png,19,13
59815.png,3,26
37881.png,8,9
46702.png,6,7
22438.png,8,14
67220.png,3,5
33680.png,19,8
557.png,18,23
44327.png,8,16
49090.png,3,4
13057.png,15,12
56860.png,8,2
60544.png,8,3
13990.png,5,14
69578.png,8,5
361.png,2,25
36023.png,13,6
79747.png,2,17
35713.png,8,2
78908.png,8,19
41134.png,3,26
60858.png,15,17
34532.png,11,5
14780.png,8,23
671.png,2,22
52683.png,15,2
11862.png,9,26
47837.png,2,18
1123.png,19,7
28842.png,8,23
2055.png,19,10
49439.png,2,17
33204.png,8,27
895.png,3,22
72237.png,6,21
25832.png,13,17
55782.png,16,9
31863.png,8,1
67184.png,8,11
65977.png,6,7
44252.png,8,23
17747.png,15,19
48769.png,2,17
25562.png,8,15
28040.png,8,2
33881.png,19,8
27723.png,8,2
7851.png,19,20
1286.png,15,2
42337.png,8,17
43907.png,18,0
62326.png,4,6
43563.png,15,12
62408.png,8,11
5255.png,8,21
11210.png,8,3
73047.png,19,5
70556.png,8,16
45774.png,8,28
15494.png,2,5
17698.png,9,11
57931.png,18,23
50461.png,8,14
60287.png,13,16
20687.png,2,0
76855.png,9,8
75247.png,1,20
8410.png,6,21
64700.png,2,6
14087.png,17,5
80002.png,8,15
5493.png,19,13
46854.png,1,28
14881.png,6,1
15317.png,1,5
666.png,16,9
32075.png,5,19
20943.png,19,15
45610.png,0,2
4634.png,13,26
8995.png,8,6
25785.png,8,1
9795.png,17,21
56114.png,8,13
62536.png,19,16
33894.png,8,1
17487.png,3,4
29924.png,8,14
38924.png,1,22
36033.png,8,27
27230.png,0,27
22164.png,8,22
58518.png,5,4
52130.png,8,22
60452.png,1,5
22478.png,2,27
50990.png,13,17
1624.png,6,1
26717.png,8,5
22030.png,16,8
59325.png,8,9
24608.png,6,26
52569.png,11,16
41513.png,9,11
26658.png,8,19
32126.png,8,7
75903.png,5,4
6471.png,8,25
27850.png,12,22
66595.png,8,13
17709.png,11,27
80421.png,6,21
46541.png,13,19
14615.png,8,9
15502.png,1,20
7165.png,1,22
47786.png,8,28
69381.png,7,23
53091.png,5,27
51801.png,3,21
4265.png,2,7
23166.png,19,25
28886.png,4,7
30081.png,8,0
21372.png,8,19
61119.png,3,18
25481.png,8,5
17550.png,7,1
5133.png,8,10
11480.png,3,20
80152.png,8,22
69389.png,8,6
26989.png,0,2
16790.png,8,19
45514.png,2,29
54735.png,5,19
19618.png,8,8
7654.png,2,13
5733.png,3,26
67923.png,5,12
61605.png,4,4
48235.png,8,10
27894.png,8,16
74192.png,17,21
59289.png,8,25
74148.png,8,22
3526.png,6,21
15047.png,8,23
65680.png,8,9
11236.png,1,0
52092.png,8,25
25892.png,19,24
12134.png,1,22
14089.png,2,18
55617.png,2,13
16220.png,8,5
46105.png,10,8
23014.png,8,12
31144.png,8,22
13736.png,8,16
12671.png,5,4
79563.png,8,3
30995.png,8,3
73841.png,13,2
70300.png,5,3
39824.png,8,10
24337.png,0,19
67521.png,8,18
15228.png,8,14
60940.png,8,16
33665.png,5,19
64688.png,8,19
44863.png,5,23
71690.png,4,7
62321.png,9,11
25520.png,19,22
2801.png,3,1
78412.png,8,28
34719.png,8,13
28861.png,1,28
3910.png,15,21
46488.png,8,4
3842.png,2,18
61769.png,1,7
428.png,1,22
50431.png,17,18
12546.png,8,8
18365.png,8,16
23826.png,8,9
37911.png,2,18
22716.png,7,20
54666.png,1,20
14889.png,4,12
72810.png,3,14
13378.png,8,10
32898.png,8,28
79757.png,2,25
55602.png,19,10
54778.png,19,15
35502.png,8,9
15444.png,8,3
65062.png,18,20
19909.png,8,29
19482.png,8,7
47252.png,8,6
1475.png,8,27
46193.png,18,23
77267.png,19,23
4863.png,10,1
48894.png,2,17
56349.png,8,12
2929.png,15,17
60786.png,8,18
79639.png,1,22
11439.png,5,12
32440.png,8,18
48331.png,1,27
47601.png,17,17
35628.png,0,3
31063.png,9,4
57450.png,7,22
70790.png,3,17
34725.png,8,10
44918.png,2,17
51522.png,8,29
59617.png,6,9
11485.png,8,9
47402.png,18,6
61172.png,6,1
23786.png,16,14
78740.png,8,27
10839.png,15,24
74561.png,8,5
31932.png,8,18
75410.png,8,11
19650.png,15,16
38382.png,2,18
11124.png,8,18
69471.png,1,27
48169.png,8,19
13677.png,8,6
23670.png,18,19
45220.png,2,22
27681.png,8,20
75490.png,18,1
56324.png,17,4
56424.png,3,6
33089.png,5,0
39921.png,0,2
11001.png,18,0
32027.png,14,27
322.png,8,14
62886.png,8,23
55509.png,0,15
71952.png,8,9
23316.png,19,1
33904.png,2,10
43027.png,8,5
18675.png,3,27
43553.png,8,19
71526.png,8,23
75765.png,8,21
15164.png,12,0
1543.png,2,27
20789.png,8,3
49529.png,19,13
64319.png,3,5
36415.png,18,7
57398.png,5,7
56455.png,8,19
16363.png,3,21
61028.png,1,20
60798.png,18,7
59723.png,3,5
54222.png,8,29
32909.png,9,11
20146.png,8,7
29657.png,8,25
43803.png,0,27
18149.png,18,9
59989.png,9,8
74626.png,8,15
46461.png,8,0
35846.png,2,5
8809.png,19,28
33223.png,8,21
80758.png,8,11
5644.png,2,18
47374.png,8,22
41549.png,1,20
3320.png,0,12
47979.png,8,22
49569.png,17,29
48051.png,8,21
38794.png,8,10
76808.png,6,16
77770.png,19,8
38801.png,8,0
43092.png,8,16
30049.png,19,22
38477.png,15,18
11710.png,6,8
40516.png,3,3
5576.png,8,1
31350.png,18,23
20439.png,8,0
70806.png,8,15
37816.png,8,11
7243.png,7,22
13561.png,5,1
1220.png,8,10
47470.png,15,22
39560.png,8,26
75611.png,8,27
18704.png,9,7
9085.png,8,9
46983.png,8,29
76226.png,4,27
26870.png,1,28
59778.png,16,7
72110.png,8,12
53735.png,15,27
64885.png,8,7
47691.png,0,14
58849.png,5,7
29835.png,8,23
80620.png,8,3
14979.png,5,12
23546.png,8,20
6252.png,3,3
43845.png,8,26
27006.png,2,18
10110.png,8,23
15624.png,1,18
55980.png,1,5
24720.png,15,27
39584.png,4,11
27467.png,8,22
65379.png,9,14
49304.png,8,18
17045.png,1,22
61173.png,19,14
20814.png,8,12
20187.png,8,6
31261.png,6,21
44402.png,0,2
79256.png,8,18
15785.png,8,7
23388.png,6,26
42223.png,8,16
20345.png,8,12
69880.png,0,8
12353.png,1,24
3212.png,8,18
57376.png,8,11
31365.png,18,5
50760.png,9,4
48302.png,0,2
63053.png,1,22
36595.png,6,21
10293.png,8,16
10411.png,0,6
6682.png,17,0
11071.png,8,25
64368.png,8,3
54984.png,3,16
53551.png,17,18
48550.png,14,11
79205.png,11,27
13267.png,3,16
33743.png,0,6
59770.png,8,11
5324.png,1,22
8016.png,4,13
32714.png,18,28
30005.png,8,7
68272.png,8,19
38248.png,9,11
4121.png,1,20
54861.png,3,16
9587.png,1,27
4012.png,8,4
61111.png,12,10
38573.png,8,12
74617.png,0,7
55962.png,1,28
42195.png,3,25
50077.png,15,16
62710.png,2,17
53360.png,8,18
78269.png,1,20
17474.png,18,0
19147.png,2,7
61742.png,19,8
10984.png,0,7
46212.png,0,15
66829.png,9,1
13555.png,3,27
27686.png,3,7
27369.png,2,18
37620.png,2,18
59282.png,8,2
47052.png,15,29
59117.png,19,10
38441.png,9,4
53279.png,1,28
36349.png,1,20
22809.png,8,14
42835.png,8,16
53983.png,15,16
15605.png,3,23
69978.png,8,26
34354.png,8,8
38831.png,8,16
31210.png,14,8
40402.png,19,18
77813.png,10,6
25638.png,8,21
43582.png,18,23
45910.png,8,8
43466.png,8,13
73084.png,7,20
16621.png,8,4
62057.png,18,23
55882.png,17,10
44981.png,3,3
20535.png,0,29
59699.png,2,17
62985.png,8,25
80541.png,9,21
10501.png,2,13
73470.png,8,5
46277.png,6,26
37477.png,12,9
46126.png,13,20
43302.png,8,15
50434.png,5,28
35894.png,8,7
72103.png,18,3
78530.png,2,12
37896.png,2,18
35513.png,19,20
60001.png,1,24
54847.png,8,23
58734.png,19,28
61916.png,8,11
6725.png,2,0
47635.png,19,25
39988.png,3,26
51547.png,15,2
20939.png,8,2
39599.png,8,29
21771.png,8,15
79687.png,8,5
33307.png,8,16
19265.png,0,6
80750.png,19,3
27956.png,15,0
63550.png,3,27
38119.png,8,21
40545.png,8,18
138.png,0,2
49419.png,15,28
17889.png,17,6
45788.png,1,27
56676.png,15,20
61644.png,10,7
4601.png,2,20
35863.png,6,26
67707.png,13,11
76987.png,14,27
59103.png,8,2
43984.png,8,29
41165.png,3,21
8216.png,8,29
18556.png,8,14
2266.png,2,13
68991.png,17,18
4038.png,15,10
5691.png,8,28
50761.png,8,24
60265.png,0,15
66501.png,8,6
36525.png,8,14
28111.png,0,15
19700.png,8,10
22249.png,7,27
41992.png,8,18
10190.png,3,23
65657.png,13,18
6354.png,8,26
65268.png,0,15
37467.png,8,8
9383.png,3,4
70064.png,11,25
65141.png,8,7
47712.png,19,21
51687.png,8,25
34499.png,1,22
70796.png,19,24
61181.png,8,25
55787.png,2,13
446.png,8,28
12312.png,8,21
68037.png,8,12
8608.png,6,1
54322.png,6,9
70342.png,1,7
12916.png,19,10
50485.png,19,20
79753.png,0,6
3392.png,1,22
74114.png,8,10
73850.png,4,11
63132.png,10,1
55526.png,18,23
16250.png,7,18
22215.png,8,10
75803.png,16,7
44959.png,8,12
13480.png,8,20
53678.png,0,6
31147.png,8,10
80587.png,8,9
27485.png,4,26
36116.png,18,23
68528.png,8,5
74184.png,18,0
34340.png,6,21
15218.png,7,1
60652.png,8,21
76195.png,8,16
71759.png,8,12
77332.png,3,5
12471.png,19,7
18919.png,15,26
20669.png,8,11
51895.png,2,17
58785.png,4,1
27229.png,19,8
60181.png,8,13
72457.png,8,20
6879.png,8,10
52843.png,8,24
3863.png,15,25
50962.png,3,9
65121.png,0,2
58368.png,8,0
9806.png,8,16
74781.png,0,2
44845.png,8,18
13188.png,8,10
54304.png,8,8
67705.png,1,22
19426.png,2,2
58763.png,19,25
31690.png,0,14
51690.png,19,7
2578.png,8,18
48534.png,8,23
51783.png,8,29
38226.png,9,11
75199.png,8,0
31906.png,2,13
71827.png,2,18
38413.png,5,12
68371.png,3,17
41954.png,2,13
66340.png,2,20
46952.png,1,7
7309.png,6,8
48802.png,8,21
65253.png,8,15
17753.png,19,6
49538.png,2,18
64522.png,19,20
64942.png,8,23
26980.png,1,20
27897.png,8,7
51384.png,8,21
36175.png,2,17
26892.png,8,7
77301.png,3,5
46516.png,3,17
23531.png,16,21
15367.png,8,23
4087.png,5,12
70802.png,1,20
33272.png,19,10
26324.png,8,2
49430.png,8,11
75963.png,0,5
80523.png,8,11
27419.png,16,28
65743.png,8,11
46341.png,0,15
42523.png,8,10
31676.png,8,26
5523.png,16,8
30593.png,8,5
57868.png,8,1
32167.png,2,25
1873.png,15,5
45501.png,0,2
25009.png,1,22
50714.png,6,26
39731.png,8,5
67462.png,1,18
76533.png,8,18
7937.png,18,10
49043.png,13,20
30465.png,8,17
72518.png,8,16
11473.png,8,12
56894.png,1,24
35661.png,8,12
21902.png,3,21
39202.png,9,5
33957.png,19,24
50237.png,18,23
59242.png,19,5
2289.png,8,13
47598.png,8,1
16542.png,3,12
19233.png,6,7
80654.png,0,12
68167.png,0,19
64858.png,6,26
80450.png,17,5
63108.png,19,25
77593.png,17,21
68478.png,1,28
49464.png,8,21
37531.png,8,5
5932.png,2,18
64423.png,18,23
33805.png,8,27
9903.png,11,8
5722.png,19,8
22031.png,1,18
61140.png,0,27
8249.png,15,0
29090.png,3,3
68310.png,2,18
22877.png,8,8
42578.png,8,4
60108.png,4,21
72094.png,8,11
39616.png,6,16
13222.png,8,16
40264.png,8,18
64960.png,14,7
71890.png,9,3
63768.png,0,19
12415.png,2,25
8384.png,3,29
16674.png,8,21
29250.png,1,20
63982.png,8,5
32020.png,8,17
7766.png,1,20
56480.png,0,29
48804.png,8,25
49640.png,8,23
32360.png,2,27
46244.png,17,13
55180.png,18,24
12045.png,8,10
38587.png,2,29
38630.png,19,29
16905.png,8,23
27164.png,8,13
38657.png,8,17
62253.png,17,14
42818.png,19,13
70476.png,8,4
38631.png,11,4
77530.png,15,0
5177.png,8,24
21287.png,8,10
72748.png,8,27
75139.png,8,17
70536.png,2,27
17804.png,8,22
11495.png,7,14
656.png,8,17
11817.png,19,10
13425.png,5,7
41058.png,8,10
15451.png,18,23
64999.png,2,13
10733.png,16,11
11579.png,14,26
34381.png,8,3
50193.png,8,10
30857.png,8,19
41775.png,3,3
23779.png,8,21
18078.png,8,11
69379.png,1,22
26562.png,8,1
67035.png,8,5
78227.png,8,16
52524.png,8,14
23884.png,8,17
40401.png,13,2
17220.png,12,19
26168.png,0,12
3469.png,15,3
2799.png,16,27
25068.png,19,0
52886.png,15,5
43726.png,8,4
9482.png,7,1
55115.png,18,23
7791.png,19,24
27720.png,16,7
9557.png,8,0
41648.png,1,28
4529.png,8,16
32616.png,9,21
36071.png,3,5
6599.png,0,19
69709.png,7,12
61754.png,8,17
8538.png,14,26
24660.png,8,17
37304.png,0,2
15541.png,8,7
35190.png,1,2
78364.png,1,20
21686.png,5,14
70691.png,13,27
21149.png,8,11
45640.png,4,4
78780.png,2,17
74372.png,8,15
50779.png,15,6
12306.png,19,9
76422.png,3,16
36762.png,8,29
24894.png,6,21
68245.png,8,28
44757.png,2,17
64898.png,1,20
51490.png,1,20
58956.png,8,16
21887.png,7,1
21333.png,13,28
50203.png,15,24
48636.png,2,25
838.png,8,4
64531.png,1,5
39403.png,8,5
35126.png,8,15
4581.png,6,21
49217.png,5,29
55840.png,13,20
17395.png,3,21
73129.png,3,5
60085.png,8,20
16710.png,8,2
44986.png,0,12
41779.png,8,7
2000.png,7,24
65953.png,8,11
9645.png,8,24
70277.png,17,5
13263.png,10,12
43961.png,8,9
822.png,8,13
20119.png,8,2
70408.png,8,19
38774.png,0,6
59163.png,0,0
1100.png,4,11
22672.png,2,5
20670.png,8,9
2551.png,1,24
16910.png,3,14
9071.png,1,5
52319.png,8,10
21740.png,8,12
68963.png,1,23
28930.png,1,25
48152.png,19,24
68733.png,19,26
38344.png,5,24
1443.png,1,20
13751.png,3,26
16463.png,1,0
12882.png,8,2
2883.png,6,15
63174.png,3,17
6061.png,0,3
3241.png,8,3
29548.png,0,14
74922.png,8,10
50584.png,8,13
68600.png,10,22
20555.png,2,5
32343.png,9,11
10556.png,7,20
46834.png,8,1
66592.png,8,29
21690.png,11,8
28599.png,15,18
41769.png,2,17
76822.png,8,22
66535.png,8,16
22944.png,2,17
48343.png,8,16
33534.png,6,8
26199.png,8,16
620.png,8,13
45249.png,8,17
65416.png,8,21
34742.png,8,27
64359.png,9,11
34949.png,8,9
1488.png,8,16
67033.png,7,22
54368.png,18,0
47125.png,8,15
60822.png,6,26
12941.png,15,20
19481.png,0,7
57242.png,8,14
4969.png,8,3
50870.png,8,18
75632.png,5,12
13717.png,13,1
42120.png,9,21
7000.png,3,3
62077.png,8,1
4412.png,2,16
73936.png,18,11
70917.png,2,17
66717.png,9,19
13062.png,8,25
63853.png,8,8
10069.png,19,17
14427.png,12,22
8676.png,1,17
22183.png,8,9
47401.png,8,25
61463.png,0,2
15268.png,8,18
70328.png,3,1
76061.png,8,11
12105.png,2,17
56744.png,8,13
15738.png,2,24
57389.png,0,6
51199.png,16,3
75427.png,19,8
50888.png,8,29
4780.png,8,14
70398.png,8,0
20379.png,1,20
37298.png,1,22
80787.png,0,2
38282.png,14,2
1355.png,2,17
9408.png,8,0
72157.png,19,16
7672.png,14,3
24839.png,8,26
50620.png,8,25
67641.png,7,20
3610.png,15,11
74872.png,8,23
48608.png,15,21
27718.png,8,25
39808.png,2,13
11252.png,8,17
54199.png,8,21
25595.png,9,5
53762.png,8,1
76651.png,1,5
46526.png,13,19
30149.png,8,20
49746.png,1,14
46219.png,18,5
78029.png,8,10
31056.png,17,25
12597.png,8,27
2755.png,19,7
24700.png,8,16
14545.png,8,10
25831.png,6,1
24516.png,8,19
10038.png,8,15
53071.png,1,28
7301.png,10,25
57030.png,11,12
78122.png,2,17
57318.png,0,2
36870.png,5,5
6757.png,8,25
16278.png,17,21
24984.png,8,18
5783.png,8,26
48216.png,6,21
421.png,8,22
34977.png,8,24
47713.png,19,28
9561.png,19,1
50820.png,2,13
1855.png,8,17
60521.png,8,29
26872.png,0,12
44075.png,8,1
10259.png,8,11
43507.png,8,16
41119.png,8,27
17659.png,3,5
12700.png,15,14
50043.png,0,15
20459.png,19,27
23240.png,14,9
22992.png,8,2
5238.png,1,20
23156.png,0,14
4663.png,2,17
6625.png,7,1
18611.png,5,13
62129.png,8,7
60975.png,2,27
21658.png,3,4
1086.png,8,8
42144.png,8,23
51550.png,5,4
60774.png,13,13
77164.png,3,27
69778.png,8,22
41112.png,8,16
37772.png,15,15
35625.png,6,1
24313.png,8,16
5341.png,15,18
71925.png,19,8
57348.png,18,23
14959.png,0,14
54469.png,8,16
1643.png,8,21
53386.png,8,10
55412.png,8,16
77879.png,5,2
58707.png,15,7
55472.png,1,28
71256.png,8,27
22403.png,6,7
40184.png,8,27
35339.png,3,5
76942.png,1,28
1088.png,8,20
8375.png,1,22
7484.png,8,15
73269.png,8,15
49709.png,15,6
55504.png,6,16
64415.png,8,26
51833.png,15,5
21617.png,0,0
40662.png,8,2
59740.png,18,23
33993.png,0,14
21369.png,18,23
30474.png,8,7
70431.png,5,12
25582.png,2,27
61693.png,17,17
68558.png,8,4
77908.png,8,29
51269.png,8,16
69123.png,5,19
2899.png,1,17
44633.png,8,9
67028.png,3,26
62172.png,8,25
18249.png,8,1
78035.png,18,23
23368.png,9,3
30004.png,3,3
8301.png,19,9
44713.png,8,11
60509.png,8,24
58452.png,0,0
42555.png,8,28
10993.png,8,1
55631.png,17,26
38986.png,8,5
19612.png,5,12
59454.png,8,13
64591.png,9,4
60844.png,19,29
35373.png,19,7
35567.png,8,0
74736.png,0,14
23497.png,16,12
20203.png,8,16
72430.png,8,15
72589.png,3,25
41687.png,1,22
26308.png,8,21
61716.png,3,17
19541.png,18,6
50895.png,16,15
22836.png,7,1
42235.png,8,6
45680.png,1,17
57702.png,8,22
26925.png,19,8
24489.png,8,18
56220.png,1,22
24883.png,0,16
78533.png,19,29
7998.png,8,15
45576.png,13,13
10243.png,8,7
23659.png,18,23
26287.png,8,22
80198.png,8,11
30692.png,6,1
68090.png,8,19
48760.png,8,24
17176.png,8,27
48334.png,2,18
72703.png,8,11
21543.png,17,18
10804.png,16,9
43924.png,15,9
9197.png,8,23
9312.png,12,14
1324.png,3,2
77675.png,8,0
53244.png,16,1
54905.png,19,16
30638.png,8,6
20440.png,10,6
57763.png,1,24
2485.png,8,0
22208.png,8,11
12336.png,6,21
19560.png,8,16
6907.png,8,16
41330.png,19,29
61866.png,1,20
74530.png,8,16
3681.png,3,26
70804.png,8,3
30566.png,19,0
57234.png,18,25
3062.png,8,16
16685.png,19,8
28260.png,2,18
6853.png,3,4
74538.png,2,5
64261.png,8,27
21108.png,8,5
24583.png,3,19
49092.png,8,24
39691.png,14,8
54653.png,8,19
15851.png,19,24
9848.png,19,7
65735.png,12,9
54687.png,15,10
69006.png,8,8
28128.png,8,29
50989.png,19,13
3455.png,8,21
75889.png,18,23
57850.png,3,26
11026.png,8,14
11371.png,1,20
80164.png,8,21
30896.png,8,5
9676.png,8,21
79807.png,7,20
66881.png,15,19
59332.png,19,27
42650.png,2,18
69511.png,8,28
6429.png,8,1
28126.png,13,7
21872.png,19,12
62495.png,2,29
16568.png,15,17
34271.png,8,21
33599.png,8,25
45599.png,8,28
4234.png,8,21
37810.png,9,7
4209.png,1,22
10553.png,0,28
40802.png,8,0
74108.png,5,3
29485.png,8,7
53074.png,8,23
65181.png,1,19
42236.png,19,18
33415.png,8,12
47328.png,8,25
77157.png,8,11
48135.png,15,28
5999.png,8,11
43610.png,10,7
62076.png,8,21
27513.png,11,16
57172.png,11,5
60644.png,19,12
45093.png,2,13
1948.png,8,4
35788.png,18,23
47369.png,8,26
19420.png,8,16
20676.png,8,16
31104.png,1,22
60350.png,1,28
67454.png,19,18
730.png,19,29
49875.png,8,18
66570.png,8,22
19245.png,8,29
17275.png,13,12
38729.png,8,13
54668.png,5,28
70163.png,1,22
11369.png,1,24
76394.png,8,29
74583.png,8,11
46549.png,3,5
18357.png,15,16
12051.png,8,10
2374.png,16,3
54104.png,8,4
74167.png,8,11
36718.png,8,13
35132.png,2,5
62693.png,6,1
65482.png,2,27
57527.png,8,26
19095.png,14,5
28114.png,8,2
38455.png,9,4
19188.png,2,17
39754.png,8,4
8600.png,8,21
72913.png,8,10
14211.png,3,20
75411.png,8,18
26096.png,2,25
77407.png,9,18
72377.png,8,1
30919.png,8,9
18270.png,19,28
24450.png,8,15
50913.png,8,21
69329.png,8,16
63046.png,19,7
24437.png,1,22
1282.png,8,7
74902.png,2,5
72043.png,14,8
16966.png,15,17
65600.png,8,27
34274.png,8,25
10132.png,19,10
46436.png,16,11
67246.png,14,8
49191.png,18,27
51822.png,0,19
71252.png,9,11
2009.png,9,26
8428.png,3,17
41873.png,17,18
6343.png,8,23
28428.png,6,21
24589.png,1,22
17246.png,16,1
54049.png,8,16
60531.png,3,27
19220.png,9,4
58772.png,18,1
50937.png,8,20
68264.png,14,9
33801.png,1,27
9698.png,8,27
36775.png,8,13
74699.png,2,17
65391.png,1,27
17287.png,2,17
26008.png,17,4
79454.png,8,23
22961.png,8,25
19712.png,8,16
11331.png,8,25
66562.png,8,14
11820.png,2,18
5793.png,8,0
21134.png,6,1
38079.png,19,8
66772.png,8,4
17087.png,1,20
39116.png,8,28
45086.png,3,22
17911.png,8,8
32009.png,8,0
49057.png,8,15
11340.png,3,26
49909.png,1,20
68280.png,4,26
72683.png,8,28
77525.png,8,0
28344.png,0,12
14422.png,19,14
62204.png,19,7
62964.png,8,1
25340.png,19,10
42862.png,8,17
49112.png,8,13
28744.png,0,6
32509.png,19,20
67871.png,8,14
38019.png,18,23
43102.png,1,29
75601.png,0,24
59373.png,14,8
68631.png,2,27
25227.png,17,17
74172.png,5,27
32883.png,8,10
32268.png,8,6
64150.png,1,20
53269.png,0,12
4807.png,8,25
2775.png,0,13
18927.png,8,7
75892.png,5,29
62957.png,8,1
12906.png,8,15
54902.png,1,22
67156.png,8,7
13194.png,1,24
63308.png,13,5
14073.png,8,5
25136.png,2,27
8211.png,19,28
35526.png,8,15
41045.png,8,18
71600.png,8,1
12309.png,17,5
49934.png,5,25
69468.png,19,8
18938.png,2,17
10406.png,17,17
6774.png,15,26
75707.png,0,14
69825.png,6,9
51730.png,3,26
28043.png,1,20
69333.png,8,7
37267.png,9,11
28159.png,8,12
18673.png,8,0
36708.png,18,0
69156.png,0,2
71490.png,13,18
41803.png,6,21
8584.png,2,17
56384.png,8,8
42373.png,8,2
50183.png,8,2
52721.png,19,28
18320.png,8,28
62845.png,8,16
54467.png,1,20
4201.png,8,3
63862.png,3,3
80237.png,1,20
9883.png,8,29
45807.png,8,7
77736.png,4,4
80250.png,8,23
29296.png,8,19
16228.png,8,3
69510.png,8,24
65193.png,8,9
62537.png,8,5
64844.png,5,5
59180.png,2,17
41070.png,3,6
52991.png,8,12
18903.png,19,10
18674.png,8,5
56226.png,8,11
42122.png,5,15
5935.png,9,3
63697.png,4,27
259.png,7,28
79653.png,8,10
62616.png,0,2
1812.png,1,24
51721.png,8,12
25264.png,2,18
66122.png,2,20
43584.png,3,26
60997.png,8,13
74041.png,1,0
53994.png,15,21
51424.png,8,12
73577.png,8,28
59022.png,8,19
67623.png,8,3
74968.png,8,21
64062.png,0,7
20707.png,3,19
24016.png,0,15
20902.png,8,9
74602.png,13,2
7468.png,8,3
15734.png,7,1
57031.png,8,22
25031.png,8,7
50327.png,1,24
59402.png,8,1
62817.png,9,11
35178.png,6,1
49798.png,1,20
26404.png,0,2
65414.png,16,3
30938.png,2,17
29431.png,8,16
59773.png,8,21
53233.png,18,23
50661.png,8,9
46437.png,13,19
75489.png,0,2
27310.png,8,8
76792.png,1,28
7818.png,8,19
58109.png,1,28
47320.png,18,0
49965.png,8,20
74803.png,8,6
1592.png,8,8
34529.png,1,24
52599.png,3,19
9054.png,19,13
68002.png,0,15
29741.png,8,14
18989.png,13,23
40040.png,8,0
36794.png,1,22
40946.png,15,25
2997.png,1,24
21716.png,18,0
13819.png,13,7
60024.png,8,13
47912.png,8,29
11279.png,8,1
18670.png,8,1
59158.png,17,26
8877.png,1,7
54024.png,8,3
10568.png,17,6
2941.png,8,22
18014.png,7,24
10352.png,16,3
57842.png,1,20
7168.png,0,19
33461.png,8,2
28459.png,2,25
50782.png,8,3
56864.png,1,0
8810.png,5,28
77322.png,8,28
2699.png,8,14
23064.png,1,5
78814.png,19,5
13763.png,8,26
52726.png,19,13
28406.png,2,13
80236.png,8,21
80269.png,3,24
63153.png,0,29
71943.png,8,6
76663.png,3,2
34657.png,3,3
27754.png,8,26
20343.png,16,3
51283.png,8,9
54001.png,19,10
74075.png,1,5
39019.png,8,3
79007.png,8,11
72380.png,8,16
38287.png,8,10
15511.png,8,13
69954.png,7,16
13408.png,3,17
57043.png,8,5
37281.png,13,15
64935.png,0,2
26078.png,8,29
12868.png,9,5
60451.png,13,4
75539.png,8,5
67889.png,5,22
34350.png,1,22
80257.png,18,23
12212.png,19,10
14054.png,19,26
43742.png,2,12
56924.png,6,21
65787.png,5,18
67771.png,8,23
37335.png,19,11
73749.png,8,18
47000.png,0,2
28118.png,5,18
40594.png,8,1
32010.png,8,3
17774.png,16,19
74526.png,19,20
43945.png,8,11
60932.png,18,23
74156.png,0,18
45100.png,8,13
44973.png,8,18
2875.png,8,22
4729.png,13,2
41586.png,16,11
75443.png,19,5
58514.png,8,28
30807.png,8,1
50269.png,0,14
75442.png,14,27
3200.png,8,4
40058.png,8,26
34697.png,8,12
71671.png,8,17
32402.png,15,18
77362.png,1,20
78949.png,19,23
73510.png,1,7
69783.png,0,6
7969.png,8,24
40653.png,8,24
65956.png,19,25
44437.png,8,25
54605.png,5,1
76846.png,18,23
50376.png,8,15
56821.png,8,8
14560.png,0,24
70419.png,18,23
21954.png,15,11
29791.png,0,27
50599.png,8,29
39553.png,3,5
78506.png,8,20
40763.png,15,10
50850.png,8,23
74611.png,2,19
44821.png,8,9
79129.png,19,24
75441.png,5,15
35791.png,9,27
53737.png,3,8
13726.png,8,18
47057.png,6,12
60302.png,8,14
37072.png,8,8
35684.png,4,3
31146.png,1,22
66824.png,19,8
62925.png,8,7
67305.png,0,27
75653.png,13,1
3532.png,8,16
29071.png,8,20
28597.png,8,28
68400.png,8,16
58977.png,11,5
46971.png,8,16
9144.png,0,24
32931.png,8,11
11069.png,5,4
74002.png,12,9
15464.png,1,20
31038.png,8,7
73029.png,19,5
8762.png,8,11
15322.png,0,14
57980.png,8,26
17109.png,1,0
15914.png,8,29
47739.png,8,10
64674.png,8,9
35784.png,14,9
18338.png,7,20
64796.png,8,15
36128.png,8,3
15391.png,8,19
59382.png,6,21
66065.png,8,13
61058.png,8,5
49458.png,8,12
33535.png,8,21
58881.png,11,4
21406.png,8,23
62243.png,8,16
66512.png,7,11
64631.png,11,23
79526.png,10,18
2692.png,15,26
15518.png,3,28
26275.png,8,26
